ID;Genre;Senior;Enfants;Anciennete;Multi-lignes;Service Internet;Autres Services;Contrat;Facturation electronique;Partenaire;Mode de paiement;charges mensuelles;Charges totales;Desabonnement
4913;Homme;1;Non;36;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;90,85;3186,7;
4915;Femme;0;Oui;72;Oui;DSL;Oui;Bisannuel;Non;Oui;Cheque papier;74,55;5430,65;
4927;Homme;0;Non;62;Non;DSL;Oui;Bisannuel;Oui;Oui;Carte bancaire;60,15;3753,2;
4929;Femme;1;Oui;4;Non;DSL;Oui;Mensuel;Non;Oui;Cheque electronique;46;181,6;
4933;Homme;0;Oui;27;Non;Fibre optique;Oui;Annuel;Oui;Oui;Carte bancaire;80,65;2209,75;
4935;Femme;0;Non;72;Oui;Fibre optique;Oui;Bisannuel;Oui;Oui;Cheque electronique;110,75;7751,7;
4957;Femme;1;Non;8;Non;Fibre optique;Oui;Mensuel;Oui;Non;Carte bancaire;94,45;742,95;
4963;Femme;0;Oui;17;Non;DSL;Oui;Mensuel;Non;Oui;Cheque papier;74,55;1215,8;
4964;Homme;0;Non;47;Non;DSL;Oui;Bisannuel;Non;Oui;Cheque electronique;73,6;3522,65;
4970;Femme;0;Non;2;Non;Non;Oui;Mensuel;Non;Oui;Virement bancaire;19,85;52;
4972;Femme;0;Non;18;Non;Non;Oui;Mensuel;Oui;Non;Cheque papier;19,55;389,25;
4981;Femme;1;Non;22;Oui;Non;Oui;Annuel;Non;Oui;Virement bancaire;25,6;548,8;
4992;Femme;0;Non;58;Non;Fibre optique;Oui;Annuel;Oui;Non;Cheque electronique;106,45;6145,85;
4999;Homme;1;Non;62;Oui;Fibre optique;Oui;Annuel;Oui;Non;Virement bancaire;110,75;7053,35;
5008;Homme;0;Non;25;Non;Non;Oui;Mensuel;Non;Non;Cheque papier;20,6;541,5;
5015;Homme;1;Non;71;Non;DSL;Non;Mensuel;Oui;Oui;Virement bancaire;52,3;3765,05;
5034;Femme;0;Non;1;Non;Non;Oui;Mensuel;Oui;Non;Cheque papier;19,4;19,4;
5035;Femme;1;Oui;48;Non;DSL;Non;Annuel;Non;Oui;Virement bancaire;29,9;1388,75;
5038;Femme;0;Non;2;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque papier;79,65;152,7;
5041;Homme;0;Oui;20;Oui;Fibre optique;Oui;Mensuel;Non;Oui;Cheque papier;96,8;1826,7;
5050;Femme;0;Non;1;Non;Non;Oui;Mensuel;Oui;Non;Virement bancaire;20,2;20,2;
5057;Femme;0;Oui;72;Oui;DSL;Oui;Bisannuel;Non;Oui;Carte bancaire;84,7;5893,9;
5063;Femme;0;Non;39;Non;DSL;Non;Mensuel;Non;Oui;Cheque electronique;55,9;2184,35;
5064;Homme;0;Non;21;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;82,35;1852,85;
5066;Homme;1;Non;33;Oui;Non;Oui;Annuel;Oui;Non;Virement bancaire;24,9;847,8;
5078;Femme;0;Oui;7;Non;Non;Oui;Bisannuel;Non;Oui;Cheque papier;19,85;144,15;
5085;Femme;0;Oui;22;Non;Non;Oui;Annuel;Non;Oui;Virement bancaire;20,75;452,35;
5086;Homme;0;Non;39;Non;DSL;Non;Mensuel;Oui;Non;Cheque electronique;40,6;1494,5;
5091;Homme;1;Non;7;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Carte bancaire;94,7;673,1;
5092;Homme;0;Non;6;Non;DSL;Non;Mensuel;Oui;Non;Carte bancaire;30,5;208,7;
5095;Femme;0;Non;65;Oui;Fibre optique;Oui;Annuel;Oui;Non;Cheque electronique;89,85;5844,65;
5103;Femme;0;Non;72;Oui;Fibre optique;Oui;Bisannuel;Oui;Oui;Carte bancaire;110,15;7881,2;
5108;Femme;0;Non;47;Non;DSL;Oui;Mensuel;Oui;Oui;Virement bancaire;58,6;2723,4;
5116;Homme;0;Non;46;Non;DSL;Oui;Bisannuel;Non;Oui;Cheque papier;65,65;3047,15;
5138;Homme;1;Non;55;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;116,5;6382,55;
5143;Femme;0;Non;66;Oui;Fibre optique;Oui;Annuel;Oui;Non;Virement bancaire;104,55;6779,05;
5146;Homme;0;Oui;66;Oui;Non;Oui;Annuel;Oui;Oui;Carte bancaire;25,7;1714,55;
5152;Femme;0;Non;2;Non;Non;Oui;Mensuel;Non;Non;Carte bancaire;20,35;35,1;
5159;Homme;0;Non;72;Oui;Non;Oui;Bisannuel;Non;Non;Virement bancaire;24,75;1777,6;
5161;Femme;0;Non;1;Non;Fibre optique;Oui;Mensuel;Non;Non;Cheque electronique;74,35;74,35;
5167;Homme;0;Non;61;Oui;Fibre optique;Oui;Annuel;Non;Non;Cheque electronique;104;6363,45;
5169;Homme;0;Non;9;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;80,8;713,1;
5178;Homme;1;Non;36;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;84,1;3021,6;
5184;Femme;1;Oui;34;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque papier;79,6;2718,3;
5197;Femme;1;Non;66;Oui;Fibre optique;Oui;Annuel;Non;Non;Virement bancaire;108,1;7238,6;
5212;Femme;0;Non;8;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;84,9;764,95;
5217;Femme;0;Non;48;Non;DSL;Non;Annuel;Non;Oui;Cheque papier;34,7;1604,5;
5220;Homme;0;Non;1;Non;Non;Oui;Mensuel;Non;Non;Cheque papier;20,6;20,6;
5224;Homme;0;Non;61;Oui;Non;Oui;Bisannuel;Non;Oui;Virement bancaire;25,45;1538,6;
5227;Homme;0;Oui;12;Non;Non;Oui;Mensuel;Oui;Oui;Cheque electronique;21,15;306,05;
5234;Femme;0;Non;8;Non;Fibre optique;Oui;Mensuel;Non;Oui;Cheque electronique;101,15;842,9;
5243;Homme;0;Non;20;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;88,7;1761,45;
5255;Homme;0;Oui;70;Oui;Fibre optique;Oui;Bisannuel;Non;Oui;Carte bancaire;114,75;7842,3;
5258;Homme;1;Non;37;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;101,1;3744,05;
5259;Homme;0;Non;69;Oui;Fibre optique;Oui;Annuel;Oui;Non;Virement bancaire;104,7;7220,35;
5260;Homme;1;Non;30;Oui;Fibre optique;Oui;Mensuel;Non;Oui;Cheque papier;77,9;2351,45;
5281;Femme;0;Oui;33;Oui;DSL;Oui;Annuel;Oui;Oui;Cheque electronique;79,15;2531,4;
5302;Homme;0;Oui;29;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;89,2;2698,35;
5303;Femme;0;Oui;10;Non;DSL;Oui;Mensuel;Oui;Oui;Cheque electronique;65,5;616,9;
5304;Homme;0;Oui;43;Non;DSL;Non;Mensuel;Oui;Non;Cheque electronique;40,45;1912,85;
5322;Femme;0;Non;69;Non;Fibre optique;Oui;Annuel;Oui;Oui;Carte bancaire;106,4;7251,9;
5342;Femme;1;Non;1;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque papier;74,45;74,45;
5354;Homme;0;Non;21;Non;DSL;Oui;Mensuel;Non;Non;Cheque papier;61,65;1393,6;
5357;Femme;0;Non;26;Non;DSL;Non;Annuel;Non;Oui;Carte bancaire;35,4;978,6;
5358;Homme;0;Non;60;Non;Non;Oui;Bisannuel;Non;Oui;Cheque papier;19,95;1258,15;
5370;Femme;0;Non;34;Non;Non;Oui;Mensuel;Non;Non;Cheque papier;20,35;673,2;
5380;Femme;0;Non;56;Oui;Fibre optique;Oui;Annuel;Oui;Oui;Cheque electronique;98;5270,6;
5385;Femme;0;Non;4;Oui;DSL;Oui;Mensuel;Oui;Non;Cheque papier;64,4;253;
5388;Homme;0;Non;4;Non;DSL;Non;Mensuel;Non;Non;Cheque electronique;30,5;118,4;
5397;Femme;0;Oui;35;Non;Non;Oui;Annuel;Oui;Non;Carte bancaire;20,1;644,5;
5401;Femme;0;Non;33;Non;Fibre optique;Oui;Mensuel;Oui;Non;Virement bancaire;70,4;2406,1;
5402;Homme;0;Non;31;Non;Non;Oui;Bisannuel;Non;Non;Cheque papier;20,45;638,55;
5408;Femme;0;Oui;63;Non;DSL;Oui;Bisannuel;Non;Oui;Cheque papier;63,55;4014,2;
5422;Femme;0;Non;38;Non;Non;Oui;Bisannuel;Non;Non;Cheque papier;20,05;741,5;
5424;Homme;0;Non;13;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;80,85;1008,7;
5429;Femme;0;Non;9;Non;Fibre optique;Oui;Mensuel;Non;Oui;Cheque electronique;89,45;853,1;
5435;Homme;0;Oui;33;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Virement bancaire;95,3;3275,15;
5443;Femme;0;Oui;61;Oui;Non;Oui;Bisannuel;Oui;Non;Carte bancaire;25;1498,35;
5447;Homme;0;Non;1;Non;Non;Oui;Mensuel;Non;Non;Cheque papier;19,65;19,65;
5449;Femme;0;Oui;41;Oui;Fibre optique;Oui;Annuel;Oui;Oui;Virement bancaire;101,6;3930,55;
5457;Femme;0;Non;13;Non;DSL;Non;Mensuel;Oui;Non;Cheque electronique;31,05;347,25;
5459;Homme;0;Non;7;Non;DSL;Oui;Mensuel;Oui;Non;Cheque papier;51;354,05;
5468;Femme;0;Non;53;Oui;Fibre optique;Oui;Annuel;Non;Non;Cheque papier;98,6;5311,85;
5478;Femme;0;Oui;72;Oui;DSL;Oui;Bisannuel;Oui;Oui;Virement bancaire;84,2;5986,55;
5487;Homme;0;Non;54;Oui;DSL;Oui;Bisannuel;Non;Non;Virement bancaire;87,1;4735,2;
5489;Homme;1;Non;45;Oui;Fibre optique;Oui;Annuel;Oui;Oui;Virement bancaire;98,7;4525,8;
5494;Femme;1;Non;6;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;84,35;474,9;
5495;Femme;0;Non;8;Non;Fibre optique;Oui;Mensuel;Non;Non;Cheque electronique;84,95;668,4;
5496;Homme;0;Non;11;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;73,85;926,25;
5503;Homme;1;Non;16;Non;Fibre optique;Oui;Mensuel;Oui;Oui;Virement bancaire;71,8;1167,8;
5509;Homme;0;Non;70;Oui;Non;Oui;Bisannuel;Non;Oui;Virement bancaire;25,15;1940,85;
5512;Homme;0;Non;70;Oui;DSL;Oui;Bisannuel;Oui;Oui;Carte bancaire;76,95;5289,8;
5513;Femme;0;Oui;9;Oui;DSL;Oui;Mensuel;Oui;Oui;Cheque papier;55,3;501,2;
5518;Homme;1;Oui;71;Non;Fibre optique;Oui;Annuel;Oui;Oui;Virement bancaire;86,7;6179,35;
5519;Homme;0;Oui;30;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;94,4;2838,7;
5523;Femme;0;Non;1;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque papier;70,15;70,15;
5528;Femme;1;Non;72;Oui;Fibre optique;Oui;Annuel;Non;Oui;Carte bancaire;105;7578,05;
5531;Femme;0;Non;66;Oui;Fibre optique;Oui;Annuel;Oui;Non;Virement bancaire;92,15;6056,9;
5532;Homme;0;Oui;68;Non;DSL;Non;Annuel;Non;Oui;Cheque papier;44,8;2983,65;
5538;Homme;1;Non;71;Oui;Fibre optique;Oui;Bisannuel;Oui;Oui;Virement bancaire;115,05;8016,6;
5544;Femme;1;Non;14;Non;Fibre optique;Oui;Mensuel;Non;Non;Cheque electronique;78,85;1043,8;
5551;Homme;1;Non;21;Non;Non;Oui;Annuel;Non;Non;Virement bancaire;20,5;429,55;
5556;Femme;0;Oui;70;Non;Non;Oui;Bisannuel;Non;Oui;Virement bancaire;19,8;1378,75;
5563;Femme;1;Non;56;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Virement bancaire;76,85;4275,75;
5565;Homme;0;Non;35;Oui;DSL;Oui;Bisannuel;Non;Non;Cheque papier;55,25;1924,1;
5567;Homme;0;Non;72;Oui;DSL;Oui;Bisannuel;Non;Oui;Virement bancaire;82,15;5784,3;
5568;Femme;1;Non;49;Oui;Fibre optique;Oui;Annuel;Non;Non;Virement bancaire;103;5166,2;
5594;Homme;0;Non;31;Non;DSL;Oui;Annuel;Oui;Oui;Carte bancaire;75,5;2424,45;
5601;Homme;0;Oui;7;Non;Fibre optique;Oui;Mensuel;Oui;Oui;Virement bancaire;69,95;529,5;
5604;Femme;0;Non;1;Non;DSL;Oui;Mensuel;Oui;Non;Carte bancaire;48,6;48,6;
5607;Homme;0;Oui;15;Non;DSL;Oui;Annuel;Non;Non;Carte bancaire;55,2;864,55;
5625;Homme;1;Non;62;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Virement bancaire;89,8;5629,55;
5635;Femme;0;Oui;1;Non;Non;Oui;Mensuel;Oui;Oui;Cheque electronique;19,9;19,9;
5636;Femme;0;Non;22;Non;DSL;Oui;Mensuel;Oui;Oui;Cheque papier;54,7;1178,75;
5638;Homme;0;Oui;64;Oui;Fibre optique;Oui;Annuel;Non;Oui;Carte bancaire;90,25;5629,15;
5643;Femme;0;Non;20;Non;Non;Oui;Annuel;Non;Non;Cheque papier;19,5;403,15;
5665;Femme;1;Non;10;Non;Fibre optique;Oui;Mensuel;Oui;Non;Carte bancaire;84,6;865,55;
5673;Femme;0;Non;49;Oui;DSL;Oui;Annuel;Non;Oui;Cheque electronique;71,8;3472,05;
5674;Homme;0;Non;4;Non;Non;Oui;Annuel;Non;Non;Cheque papier;19,7;117,8;
5675;Femme;0;Oui;64;Non;DSL;Non;Bisannuel;Non;Oui;Cheque electronique;49,85;3210,35;
5681;Femme;1;Non;1;Non;Non;Oui;Mensuel;Oui;Oui;Cheque papier;20,85;20,85;
5684;Femme;0;Non;39;Non;DSL;Non;Mensuel;Oui;Non;Cheque electronique;50,75;2011,4;
5694;Homme;1;Non;72;Oui;DSL;Oui;Bisannuel;Oui;Oui;Carte bancaire;73,45;5329;
5700;Homme;0;Non;15;Non;Fibre optique;Oui;Mensuel;Non;Non;Cheque electronique;85,3;1219,85;
5707;Femme;0;Non;1;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;75,7;75,7;
5710;Femme;0;Non;12;Non;Non;Oui;Annuel;Non;Non;Cheque papier;19,3;228,75;
5711;Femme;0;Non;70;Oui;Fibre optique;Oui;Bisannuel;Oui;Oui;Cheque electronique;110,5;7752,05;
5718;Homme;1;Non;69;Non;DSL;Non;Bisannuel;Non;Oui;Carte bancaire;56,55;3952,65;
5719;Homme;0;Non;6;Non;Fibre optique;Oui;Mensuel;Oui;Non;Carte bancaire;80,5;463,05;
5733;Homme;1;Non;19;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;87,3;1637,3;
5739;Homme;0;Non;1;Non;Non;Oui;Mensuel;Non;Non;Cheque papier;20,6;20,6;
5757;Femme;0;Non;53;Non;Non;Oui;Bisannuel;Non;Non;Carte bancaire;19,85;1049,6;
5761;Homme;1;Non;16;Non;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;91,55;1540,05;
5764;Femme;0;Non;3;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;70,25;229,7;
5767;Femme;0;Non;23;Non;DSL;Oui;Annuel;Non;Oui;Virement bancaire;60;1347,15;
5772;Femme;0;Non;12;Non;Non;Oui;Mensuel;Non;Non;Cheque papier;20,4;266,6;
5781;Homme;0;Oui;53;Non;Non;Oui;Annuel;Non;Oui;Carte bancaire;20,2;1068,15;
5784;Femme;1;Non;1;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;89,3;89,3;
5801;Femme;0;Non;17;Oui;Fibre optique;Oui;Mensuel;Non;Non;Virement bancaire;80,05;1345,65;
5804;Homme;0;Non;5;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;81,3;416,3;
5810;Femme;0;Non;6;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque papier;85,95;514,6;
5834;Homme;1;Non;19;Non;DSL;Non;Mensuel;Oui;Oui;Carte bancaire;34,3;577,15;
5841;Femme;0;Oui;61;Non;DSL;Oui;Annuel;Oui;Oui;Virement bancaire;49,7;2961,4;
5847;Femme;0;Non;3;Oui;Fibre optique;Oui;Mensuel;Non;Non;Cheque electronique;76,1;257,6;
5853;Homme;1;Non;21;Non;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;69,1;1474,75;
5855;Femme;0;Non;15;Oui;DSL;Oui;Mensuel;Oui;Non;Cheque papier;48,8;720,1;
5866;Femme;0;Non;3;Non;Non;Oui;Mensuel;Non;Oui;Cheque papier;20,85;72;
5885;Homme;1;Non;46;Non;DSL;Non;Annuel;Oui;Oui;Virement bancaire;59,9;2816,65;
5887;Femme;0;Oui;47;Non;Non;Oui;Bisannuel;Non;Oui;Cheque papier;19,75;948,9;
5889;Femme;0;Oui;49;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;95,6;4783,5;
5894;Homme;0;Oui;12;Oui;Non;Oui;Bisannuel;Oui;Oui;Virement bancaire;24;269,65;
5897;Homme;1;Non;71;Oui;Non;Oui;Bisannuel;Non;Oui;Carte bancaire;25,45;1789,65;
5898;Homme;0;Oui;71;Oui;Non;Oui;Bisannuel;Non;Oui;Carte bancaire;23,9;1626,4;
5927;Homme;0;Non;6;Non;DSL;Oui;Mensuel;Non;Non;Carte bancaire;78,65;483,3;
5933;Homme;0;Non;5;Non;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;94,45;498,1;
5936;Homme;1;Non;13;Non;DSL;Oui;Mensuel;Oui;Non;Cheque electronique;59,9;788,35;
5941;Homme;0;Oui;56;Non;Fibre optique;Oui;Annuel;Oui;Oui;Cheque papier;85,85;4793,8;
5943;Femme;0;Non;9;Non;DSL;Non;Mensuel;Oui;Oui;Cheque electronique;48,75;442,2;
5948;Femme;0;Oui;33;Oui;Non;Oui;Bisannuel;Oui;Oui;Cheque papier;24,5;740,3;
5959;Homme;0;Non;11;Non;DSL;Oui;Mensuel;Oui;Oui;Virement bancaire;55,05;608,15;
5964;Homme;0;Oui;22;Oui;DSL;Oui;Annuel;Oui;Oui;Cheque papier;78,65;1663,75;
5967;Homme;0;Non;42;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;99,45;4138,05;
5970;Femme;0;Non;31;Non;Fibre optique;Oui;Mensuel;Non;Non;Cheque electronique;87,6;2724,25;
5972;Homme;0;Oui;66;Non;Non;Oui;Bisannuel;Non;Oui;Carte bancaire;20;1374,2;
5979;Femme;0;Non;46;Oui;Fibre optique;Oui;Mensuel;Non;Non;Cheque papier;84,25;3847,6;
5984;Femme;0;Non;22;Non;DSL;Non;Mensuel;Oui;Non;Cheque electronique;50,35;1098,85;
6010;Homme;1;Non;53;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;103,85;5485,5;
6012;Femme;0;Oui;37;Non;Non;Oui;Mensuel;Non;Oui;Cheque electronique;19,35;683,75;
6014;Femme;1;Non;50;Oui;Fibre optique;Oui;Annuel;Oui;Oui;Cheque electronique;100,65;5189,75;
6018;Homme;0;Non;5;Non;DSL;Oui;Mensuel;Non;Non;Cheque electronique;56,15;291,45;
6020;Femme;0;Non;41;Oui;DSL;Oui;Annuel;Oui;Non;Cheque electronique;80,55;3263,9;
6023;Femme;0;Non;20;Non;Non;Oui;Mensuel;Oui;Non;Carte bancaire;18,9;347,65;
6029;Homme;0;Non;12;Non;Fibre optique;Oui;Mensuel;Non;Oui;Virement bancaire;80,85;866,45;
6030;Homme;0;Non;4;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque papier;94,9;360,55;
6041;Femme;0;Non;1;Non;Fibre optique;Oui;Mensuel;Non;Non;Cheque papier;70,75;70,75;
6043;Femme;1;Non;37;Non;Non;Oui;Annuel;Non;Oui;Cheque papier;19,6;727,8;
6059;Homme;0;Non;11;Non;DSL;Oui;Mensuel;Oui;Oui;Virement bancaire;45,9;521,9;
6078;Femme;0;Non;62;Oui;Fibre optique;Oui;Bisannuel;Non;Oui;Cheque papier;113,95;6891,4;
6083;Femme;0;Non;59;Oui;Fibre optique;Oui;Mensuel;Non;Oui;Cheque electronique;101,1;6039,9;
6087;Homme;0;Non;61;Oui;DSL;Oui;Bisannuel;Oui;Oui;Cheque papier;69,9;4226,7;
6112;Femme;0;Non;40;Oui;Fibre optique;Oui;Mensuel;Non;Non;Virement bancaire;83,85;3532,25;
6121;Homme;0;Non;6;Non;DSL;Oui;Mensuel;Non;Non;Cheque electronique;59,45;357,6;
6127;Homme;1;Non;19;Non;Fibre optique;Oui;Mensuel;Oui;Non;Carte bancaire;95,9;1777,9;
6143;Femme;0;Non;42;Oui;DSL;Oui;Mensuel;Oui;Oui;Cheque electronique;50,25;2203,65;
6151;Homme;0;Non;32;Non;Fibre optique;Oui;Mensuel;Non;Non;Cheque electronique;91,05;2871,5;
6157;Femme;1;Non;26;Non;Fibre optique;Oui;Mensuel;Oui;Non;Carte bancaire;85,8;2193,65;
6182;Homme;0;Oui;61;Oui;Fibre optique;Oui;Annuel;Oui;Oui;Cheque electronique;99,9;6241,35;
6184;Homme;0;Oui;44;Non;DSL;Non;Annuel;Oui;Oui;Cheque electronique;54,3;2317,1;
6187;Homme;0;Non;47;Oui;Fibre optique;Oui;Annuel;Oui;Oui;Carte bancaire;110,85;5275,8;
6188;Homme;0;Oui;8;Non;Non;Oui;Bisannuel;Non;Oui;Cheque papier;20,15;165,5;
6189;Homme;0;Non;18;Non;Non;Oui;Mensuel;Non;Non;Cheque papier;20,05;358,5;
6200;Homme;1;Non;43;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque papier;89,55;3856,75;
6206;Homme;0;Non;42;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Virement bancaire;95,25;3959,35;
6211;Femme;0;Oui;25;Non;DSL;Oui;Annuel;Oui;Non;Carte bancaire;54,75;1266,35;
6216;Femme;1;Non;6;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;98,25;560,6;
6222;Homme;0;Non;26;Non;Non;Oui;Annuel;Oui;Non;Virement bancaire;19,6;471,85;
6226;Homme;0;Oui;72;Oui;Fibre optique;Oui;Bisannuel;Oui;Oui;Carte bancaire;106,1;7548,6;
6230;Homme;0;Non;72;Oui;DSL;Oui;Bisannuel;Oui;Oui;Carte bancaire;85,45;6227,5;
6244;Femme;0;Oui;72;Oui;DSL;Oui;Bisannuel;Oui;Oui;Carte bancaire;83,6;5959,3;
6245;Homme;1;Non;54;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Carte bancaire;99,05;5295,7;
6247;Homme;0;Non;54;Non;DSL;Oui;Bisannuel;Oui;Non;Virement bancaire;65,3;3512,9;
6262;Homme;0;Oui;62;Non;Non;Oui;Bisannuel;Non;Oui;Virement bancaire;20,45;1297,35;
6265;Homme;0;Non;44;Non;Fibre optique;Oui;Bisannuel;Non;Non;Virement bancaire;100,1;4378,35;
6267;Homme;1;Non;33;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Carte bancaire;83,85;2716,3;
6279;Femme;0;Non;70;Oui;Fibre optique;Oui;Bisannuel;Oui;Oui;Virement bancaire;104,3;7188,5;
6284;Femme;0;Non;3;Non;Fibre optique;Oui;Mensuel;Oui;Non;Carte bancaire;99;287,4;
6290;Homme;0;Non;67;Oui;Fibre optique;Oui;Bisannuel;Non;Non;Carte bancaire;116,2;7752,3;
6293;Homme;0;Oui;39;Oui;Fibre optique;Oui;Annuel;Non;Oui;Cheque electronique;100;3835,55;
6296;Femme;0;Oui;48;Non;Non;Oui;Bisannuel;Non;Oui;Virement bancaire;20,2;1027,25;
6300;Femme;0;Non;52;Oui;DSL;Oui;Bisannuel;Oui;Non;Virement bancaire;80,95;4233,95;
6308;Femme;0;Non;32;Non;Non;Oui;Mensuel;Non;Non;Virement bancaire;19,9;601,55;
6311;Femme;0;Non;60;Non;DSL;Non;Annuel;Oui;Non;Cheque electronique;44,45;2773,9;
6315;Femme;0;Non;6;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque papier;73,85;401,3;
6318;Homme;0;Non;1;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;79,15;79,15;
6319;Homme;0;Oui;12;Non;Non;Oui;Mensuel;Non;Non;Carte bancaire;21,05;235,8;
6327;Femme;0;Non;62;Non;DSL;Non;Bisannuel;Oui;Non;Carte bancaire;43,6;2748,7;
6340;Homme;0;Oui;1;Non;DSL;Oui;Mensuel;Oui;Non;Cheque papier;49,9;49,9;
6343;Homme;0;Non;47;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;104,1;5135,15;
6344;Homme;0;Non;38;Non;Non;Oui;Annuel;Non;Non;Cheque papier;20,1;730,1;
6346;Femme;1;Non;2;Oui;DSL;Oui;Mensuel;Oui;Non;Carte bancaire;56,55;118,25;
6362;Femme;0;Non;7;Non;DSL;Oui;Mensuel;Non;Non;Virement bancaire;62,8;418,3;
6364;Femme;0;Non;9;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;74,85;708,2;
6365;Homme;0;Oui;27;Oui;Non;Oui;Bisannuel;Oui;Non;Carte bancaire;25,85;788,55;
6366;Homme;1;Non;7;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;101,95;700,85;
6373;Homme;0;Oui;4;Non;Non;Oui;Bisannuel;Non;Oui;Carte bancaire;19,5;96,85;
6380;Homme;0;Non;10;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Virement bancaire;80,7;788,8;
6387;Homme;0;Oui;72;Oui;DSL;Oui;Bisannuel;Oui;Oui;Carte bancaire;83,55;6093,3;
6390;Femme;0;Oui;58;Non;Non;Oui;Bisannuel;Non;Oui;Carte bancaire;19,55;1079,65;
6413;Femme;0;Oui;72;Non;Fibre optique;Oui;Bisannuel;Oui;Oui;Virement bancaire;108,3;7679,65;
6416;Femme;0;Non;58;Non;DSL;Non;Annuel;Oui;Oui;Cheque electronique;45,35;2540,1;
6417;Homme;0;Non;67;Non;DSL;Non;Bisannuel;Non;Non;Cheque electronique;43,9;3097,2;
6418;Femme;1;Non;51;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;77,5;3807,35;
6429;Femme;0;Non;6;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque papier;69,25;418,4;
6430;Homme;0;Oui;67;Oui;DSL;Oui;Annuel;Oui;Oui;Carte bancaire;69,35;4653,25;
6438;Femme;0;Oui;19;Oui;Non;Oui;Bisannuel;Oui;Oui;Virement bancaire;24,9;467,7;
6450;Homme;0;Non;1;Non;Non;Oui;Mensuel;Non;Non;Cheque papier;19,55;19,55;
6454;Homme;1;Non;47;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;100,05;4871,05;
6458;Homme;0;Oui;17;Non;DSL;Non;Annuel;Non;Oui;Carte bancaire;44,45;792,15;
6463;Homme;0;Non;2;Non;Fibre optique;Oui;Mensuel;Non;Non;Cheque electronique;95,65;167,3;
6465;Homme;1;Non;50;Oui;DSL;Oui;Mensuel;Oui;Non;Virement bancaire;70,35;3454,6;
6466;Femme;0;Oui;59;Non;Non;Oui;Bisannuel;Non;Oui;Cheque papier;20,6;1286;
6469;Homme;0;Non;14;Non;DSL;Oui;Annuel;Non;Oui;Cheque electronique;44,6;641,25;
6473;Femme;0;Oui;60;Oui;Fibre optique;Oui;Annuel;Non;Oui;Virement bancaire;94,15;5811,8;
